# source=aligned; spa/RV09 via Clear-Bible/Alignments manual word alignment
surface	strong	count	share
13boca	G4750	1	1.000
15.6ofrecerás	H7126	1	1.000
27.55magdalena	G3094	1	1.000
4.10heredades	G2819	1	1.000
4.12capernaum	G2584	1	1.000
49.10descubriré	H1540	1	1.000
6.32también	G2532	1	1.000
7.15seiscientos	H8337	3	1.000
8.2magdalena	G3094	1	1.000
a	H0413	81	0.367
a	G1519	20	0.090
a	H5921	19	0.086
a	G4314	15	0.068
a	H3807	8	0.036
a	G1722	7	0.032
a	H0834	5	0.023
a	G1909	5	0.023
a	H4616	4	0.018
a	G5213	4	0.018
a	G3739	4	0.018
a	G4671	3	0.014
a	G1698	3	0.014
a	H3205	2	0.009
a	H5221	2	0.009
a	H0853	2	0.009
a	H4480	2	0.009
a	H2719	2	0.009
a	G1537	2	0.009
a	G3844	2	0.009
a	H1121	1	0.005
a	H7936	1	0.005
a	H3588	1	0.005
a	H6285	1	0.005
a	H0575	1	0.005
a	H0357	1	0.005
a	H6932	1	0.005
a	H3509	1	0.005
a	H1571	1	0.005
a	H2076	1	0.005
a	H7200	1	0.005
a	H7535	1	0.005
a	H8083	1	0.005
a	H4605	1	0.005
a	H2063	1	0.005
a	H5973	1	0.005
a	H3884	1	0.005
a	H7999	1	0.005
a	H7971	1	0.005
a	H1580	1	0.005
a	H0854	1	0.005
a	H1945	1	0.005
a	H4100	1	0.005
a	G3303	1	0.005
a	G4226	1	0.005
a	G2254	1	0.005
a	G5216	1	0.005
a	G5209	1	0.005
a	G1161	1	0.005
aarón	H0175	345	0.986
aarón	G0002	5	0.014
abagtha	H0005	1	1.000
abajadas	G5465	1	1.000
abajo	H8478	15	0.319
abajo	H4295	12	0.255
abajo	H8481	8	0.170
abajo	G2736	6	0.128
abajo	H8482	3	0.064
abajo	H4628	1	0.021
abajo	H3381	1	0.021
abajo	G2609	1	0.021
abana	H0549	1	1.000
abandonada	H5800	1	1.000
abandonan	H5800	1	1.000
abandonaremos	H5800	1	1.000
abandonaré	H5800	1	1.000
abandonaste	H5800	1	1.000
abarim	H5682	4	1.000
abastecerás	H6059	1	1.000
abasto	H4672	1	1.000
abate	H8213	1	0.250
abate	H7812	1	0.250
abate	H5218	1	0.250
abate	H8217	1	0.250
abates	H7817	3	1.000
abatida	H7817	2	0.400
abatida	H8213	2	0.400
abatida	H2151	1	0.200
abatido	H8213	2	0.222
abatido	H3766	1	0.111
abatido	H1794	1	0.111
abatido	H3721	1	0.111
abatido	H1790	1	0.111
abatido	H6031	1	0.111
abatido	H8217	1	0.111
abatido	H0959	1	0.111
abatidos	H8213	1	0.143
abatidos	H4355	1	0.143
abatidos	H1809	1	0.143
abatidos	H7817	1	0.143
abatidos	H3766	1	0.143
abatidos	H6035	1	0.143
abatidos	G2598	1	0.143
abatimiento	H8216	1	0.333
abatimiento	H4788	1	0.333
abatimiento	H3445	1	0.333
abatir	H7043	1	1.000
abatirlos	H8213	1	1.000
abatirá	H8213	1	1.000
abatiré	H8213	1	1.000
abatiste	H8213	1	1.000
abatió	H3665	1	1.000
abatióse	H7164	1	1.000
abatí	H8213	1	1.000
abatían	H5307	1	1.000
abaía	H2252	1	1.000
abba	G0005	3	1.000
abda	H5653	2	1.000
abdeel	H5655	1	1.000
abdi	H5660	3	0.750
abdi	G0078	1	0.250
abdiel	H5661	1	1.000
abdías	H5662	10	1.000
abdón	H5658	7	1.000
abeja	H1682	1	1.000
abejas	H1682	2	1.000
abel	H1893	8	0.571
abel	G0006	4	0.286
abel	H0059	2	0.143
abertura	H6310	2	0.400
abertura	H4598	1	0.200
abertura	G1846	1	0.200
abertura	G3692	1	0.200
aberturas	H4247	1	0.500
aberturas	H1233	1	0.500
abi	H0021	1	1.000
abia	H0029	2	1.000
abiam	H0038	3	0.750
abiam	H3379	1	0.250
abiasaph	H0043	2	0.667
abiasaph	H0023	1	0.333
abiathar	H0054	30	0.968
abiathar	G0008	1	0.032
abib	H0024	6	1.000
abida	H0028	2	1.000
abidán	H0027	5	1.000
abiel	H0022	3	1.000
abierta	H6605	3	0.333
abierta	G0455	3	0.333
abierta	H6440	1	0.111
abierta	H1234	1	0.111
abierta	H6556	1	0.111
abiertamente	G3954	2	1.000
abiertas	H6605	2	0.400
abiertas	H1234	1	0.200
abiertas	G0455	1	0.200
abiertas	G5136	1	0.200
abierto	G0455	13	0.520
abierto	H6605	7	0.280
abierto	H2658	3	0.120
abierto	H3738	1	0.040
abierto	G1272	1	0.040
abiertos	H6605	5	0.250
abiertos	G0455	5	0.250
abiertos	H6491	4	0.200
abiertos	H8365	2	0.100
abiertos	H1540	2	0.100
abiertos	G1272	2	0.100
abiezer	H0044	5	0.833
abiezer	H1886	1	0.167
abiga-baón	H0001	1	1.000
abigail	H0026	17	1.000
abigarrados	H1261	2	1.000
abihail	H0032	6	1.000
abilinia	G0009	1	1.000
abimael	H0039	2	1.000
abimelec	H0040	1	1.000
abimelech	H0040	65	1.000
abinadab	H0041	12	0.923
abinadab	H1121	1	0.077
abinoam	H0042	4	1.000
abiram	H0048	11	1.000
abisag	H0049	5	1.000
abisai	H0052	25	1.000
abisalom	H0053	2	1.000
abismado	H1104	1	1.000
abismo	H8415	20	0.690
abismo	G0012	9	0.310
abismos	H8415	12	0.923
abismos	H4615	1	0.077
abisua	H0050	4	1.000
abisur	H0051	2	1.000
abital	H0037	1	1.000
abitob	H0036	1	1.000
abiud	G0010	2	0.667
abiud	H0031	1	0.333
abiú	H0030	12	1.000
ablanda	H2505	1	1.000
abner	H0074	62	1.000
abofeteados	G2852	1	1.000
abofetee	G2852	1	1.000
aboga	H7379	1	1.000
abogado	G3875	1	1.000
abogará	H7378	1	1.000
abogaste	H7378	1	1.000
abolido	G2673	1	1.000
abomina	H8441	1	1.000
abominaba	H8581	1	1.000
abominable	H8581	5	0.385
abominable	H8441	4	0.308
abominable	H0887	2	0.154
abominable	H3988	1	0.077
abominable	G0111	1	0.077
abominables	H8581	2	0.222
abominables	H8441	1	0.111
abominables	H1860	1	0.111
abominables	H8251	1	0.111
abominables	G0947	1	0.111
abominables	G0111	1	0.111
abominables	G0113	1	0.111
abominables	G0948	1	0.111
abominaciones	H8441	58	0.744
abominaciones	H8251	13	0.167
abominaciones	H5007	2	0.026
abominaciones	G0946	2	0.026
abominaciones	H4209	1	0.013
abominaciones	H0834	1	0.013
abominaciones	G0152	1	0.013
abominación	H8441	43	0.581
abominación	H8263	10	0.135
abominación	H8251	7	0.095
abominación	G0946	4	0.054
abominación	H6292	2	0.027
abominación	H2154	2	0.027
abominación	H2781	1	0.014
abominación	H8262	1	0.014
abominación	H6973	1	0.014
abominación	H5039	1	0.014
abominación	H5079	1	0.014
abominación	H3973	1	0.014
abominado	H8581	1	1.000
abominan	H8441	1	1.000
abominareis	H3988	1	1.000
abominaron	H5006	1	0.500
abominaron	H8581	1	0.500
abominará	H1602	2	0.667
abominará	H8581	1	0.333
abominarán	H8581	1	1.000
abominarás	H8581	1	1.000
abominaré	H1602	1	1.000
abominaréis	H8262	1	1.000
abominas	G0948	1	1.000
abomino	H8581	1	1.000
abomináis	H8581	1	1.000
abominé	H3988	1	1.000
abominó	H8581	2	0.667
abominó	H8262	1	0.333
abomínanme	H8581	1	1.000
aborrece	H8130	17	0.515
aborrece	G3404	13	0.394
aborrece	H3988	3	0.091
aborreced	H8130	2	1.000
aborrecedor	H8130	1	1.000
aborrecedores	H8130	1	0.500
aborrecedores	H0341	1	0.500
aborrecen	H8130	27	0.964
aborrecen	G3404	1	0.036
aborrecer	H8130	2	1.000
aborrecerle	H8130	1	1.000
aborreceros	G3404	1	1.000
aborrecerá	G3404	2	0.667
aborrecerá	H7852	1	0.333
aborrecerán	G3404	2	0.667
aborrecerán	H8130	1	0.333
aborrecerás	H8130	1	0.333
aborrecerás	H8262	1	0.333
aborrecerás	G3404	1	0.333
aborreces	H8130	3	0.750
aborreces	G3404	1	0.250
aborrecible	H0887	1	1.000
aborrecibles	G4767	1	0.500
aborrecibles	G3404	1	0.500
aborrecida	H8130	5	0.833
aborrecida	H8146	1	0.167
aborrecidas	H8130	1	1.000
aborrecido	H8130	2	0.333
aborrecido	H0859	1	0.167
aborrecido	H3988	1	0.167
aborrecido	H1602	1	0.167
aborrecido	G3404	1	0.167
aborrecidos	G3404	4	1.000
aborreciendo	G3404	2	0.500
aborreciendo	H8130	1	0.250
aborreciendo	G0655	1	0.250
aborreciere	H8130	4	1.000
aborrecieren	H8130	2	0.667
aborrecieren	G3404	1	0.333
aborrecieron	H8130	3	0.300
aborrecieron	H3988	3	0.300
aborrecieron	G3404	2	0.200
aborrecieron	H8581	1	0.100
aborrecieron	H5006	1	0.100
aborreciesen	H8130	1	1.000
aborrecimiento	H8135	1	1.000
aborreciste	H8130	3	1.000
aborreciéronle	H7852	1	1.000
aborreció	G3404	3	0.333
aborreció	H3988	2	0.222
aborreció	H7852	1	0.111
aborreció	H8130	1	0.111
aborreció	H6973	1	0.111
aborreció	H0973	1	0.111
aborrecióla	H8130	1	1.000
aborrecí	H8130	8	0.889
aborrecí	G3404	1	0.111
aborrecía	H8130	3	0.750
aborrecía	H8135	1	0.250
aborrecían	H8130	5	0.833
aborrecían	G3404	1	0.167
aborrecías	H8130	1	1.000
aborrezca	H8130	2	0.667
aborrezca	H2092	1	0.333
aborrezcan	H8130	1	1.000
aborrezco	H8130	9	0.750
aborrezco	G3404	2	0.167
aborrezco	H3988	1	0.083
abortan	H1602	1	1.000
abortare	H3318	1	1.000
abortaron	H7921	1	1.000
aborte	H7921	1	1.000
abortivo	H5309	1	0.500
abortivo	G1626	1	0.500
abra	H6605	1	0.500
abra	G0455	1	0.500
abrace	H2263	2	1.000
abraham	H0085	171	0.698
abraham	G0011	73	0.298
abraham	H6030	1	0.004
abram	H0087	59	1.000
abran	H6605	1	0.500
abran	G0455	1	0.500
abras	H6491	2	0.400
abras	H6610	1	0.200
abras	H6607	1	0.200
abras	G0455	1	0.200
abrasa	H3857	1	1.000
abrasada	H8316	1	1.000
abrasador	H0398	1	0.500
abrasador	H6919	1	0.500
abrasará	H3857	4	1.000
abrase	H1197	1	1.000
abrasó	H3857	1	1.000
abrazado	H2388	1	0.333
abrazado	H2263	1	0.333
abrazado	G0782	1	0.333
abrazan	H2263	1	1.000
abrazar	H2263	2	1.000
abrazareis	G0782	1	1.000
abrazaron	H2388	1	0.333
abrazaron	H2263	1	0.333
abrazaron	G2902	1	0.333
abrazarás	H0859	1	0.500
abrazarás	H2263	1	0.500
abrazándole	G4843	1	1.000
abrazó	H2263	1	1.000
abre	H6491	7	0.333
abre	H6605	6	0.286
abre	G0455	3	0.143
abre	H6363	1	0.048
abre	H1540	1	0.048
abre	H6589	1	0.048
abre	H7167	1	0.048
abre	H6475	1	0.048
abreme	H6605	1	1.000
abres	H6605	2	0.667
abres	H6491	1	0.333
abrevaban	H8248	2	1.000
abrevad	H8248	1	1.000
abrevaderos	H8268	1	0.500
abrevaderos	H4857	1	0.500
abrevan	H8248	1	1.000
abrevarás	H8248	1	1.000
abrevemos	H8248	1	1.000
abreviado	G2856	1	1.000
abreviadora	G4932	1	1.000
abrevó	H8248	1	1.000
abrid	H6605	3	1.000
abridme	H6605	1	1.000
abriendo	G0455	6	0.750
abriendo	H6605	2	0.250
abriera	H6605	1	1.000
abriere	H6605	2	0.333
abriere	H6363	1	0.167
abriere	H6475	1	0.167
abriere	G1272	1	0.167
abriere	G0455	1	0.167
abrieron	H6475	3	0.273
abrieron	H6605	2	0.182
abrieron	G0455	2	0.182
abrieron	H2658	1	0.091
abrieron	H3738	1	0.091
abrieron	H6473	1	0.091
abrieron	H1234	1	0.091
abriese	H6475	1	0.333
abriese	H6605	1	0.333
abriese	G0455	1	0.333
abriesen	H6605	1	1.000
abrigo	H4268	1	0.500
abrigo	H5643	1	0.500
abrigue	H5532	1	1.000
abrimos	H6605	1	0.500
abrimos	G0455	1	0.500
abrir	G0455	6	0.545
abrir	H6605	2	0.182
abrir	H2658	1	0.091
abrir	G4493	1	0.091
abrir	G0457	1	0.091
abriremos	H6605	1	1.000
abrirse	G4977	1	1.000
abrirte	H6605	1	1.000
abrirá	H6605	7	0.700
abrirá	G0455	2	0.200
abrirá	H6491	1	0.100
abrirán	H6605	3	1.000
abriránle	H6605	1	1.000
abrirás	H6605	2	0.667
abrirás	H1234	1	0.333
abriré	H6605	5	0.625
abriré	H4669	1	0.125
abriré	H6491	1	0.125
abriré	G0455	1	0.125
abriste	H1234	1	1.000
abriéronse	G0455	1	1.000
abrió	H6605	24	0.421
abrió	G0455	19	0.333
abrió	H6491	4	0.070
abrió	H6475	2	0.035
abrió	G1272	2	0.035
abrió	H2658	1	0.018
abrió	H0376	1	0.018
abrió	H1540	1	0.018
abrió	H1234	1	0.018
abrió	H2672	1	0.018
abrió	G3572	1	0.018
abrióse	H6605	1	1.000
abro	H6605	2	1.000
abroga	G0208	1	1.000
abrogar	G2647	2	1.000
abrojos	G5146	2	0.500
abrojos	H6975	1	0.250
abrojos	H2336	1	0.250
abrona	H5684	2	1.000
abrí	H6605	4	0.800
abrí	H6473	1	0.200
abría	H6605	2	0.500
abría	G1272	1	0.250
abría	G3089	1	0.250
abrían	H6473	1	1.000
absalom	H0053	104	0.990
absalom	H6310	1	0.010
absalóm	H0053	1	1.000
absolutamente	H2790	1	0.333
absolutamente	H3162	1	0.333
absolutamente	G3843	1	0.333
absolverás	H5352	1	1.000
absolviendo	H5352	1	1.000
absorbido	G2666	1	1.000
abstendrá	H5144	1	1.000
abstenerse	G0567	1	1.000
abstengan	H5144	1	0.500
abstengan	G5442	1	0.500
abstengáis	G0567	2	1.000
abstiene	G1467	1	1.000
abstinencia	H5144	1	1.000
absuelto	H5352	3	0.750
absuelto	H5355	1	0.250
absueltos	H5352	2	1.000
abubilla	H1744	2	1.000
abuela	G3125	1	1.000
abuelos	H0001	1	1.000
abunda	G4052	2	0.667
abunda	G4121	1	0.333
abundan	G4052	1	0.500
abundan	G4121	1	0.500
abundancia	H7230	18	0.346
abundancia	G4052	5	0.096
abundancia	G4051	4	0.077
abundancia	H7647	2	0.038
abundancia	H1767	2	0.038
abundancia	G4183	2	0.038
abundancia	G4050	2	0.038
abundancia	G4146	2	0.038
abundancia	H1288	1	0.019
abundancia	H8228	1	0.019
abundancia	H1995	1	0.019
abundancia	H7235	1	0.019
abundancia	H7227	1	0.019
abundancia	H7991	1	0.019
abundancia	H4195	1	0.019
abundancia	H4393	1	0.019
abundancia	H6283	1	0.019
abundancia	H7962	1	0.019
abundancia	H4924	1	0.019
abundancia	H7605	1	0.019
abundancia	G4053	1	0.019
abundancia	G4138	1	0.019
abundancia	G0100	1	0.019
abundando	G4121	1	1.000
abundante	H1767	1	0.143
abundante	H5071	1	0.143
abundante	H7235	1	0.143
abundante	H1879	1	0.143
abundante	H4306	1	0.143
abundante	G4055	1	0.143
abundante	G5250	1	0.143
abundantemente	H8317	1	0.200
abundantemente	H1058	1	0.200
abundantemente	H3499	1	0.200
abundantemente	G4146	1	0.200
abundantemente	G0574	1	0.200
abundantes	G5235	1	1.000
abundar	H3498	1	0.500
abundar	G4052	1	0.500
abundaron	G4052	1	1.000
abundará	G4052	1	1.000
abunde	G4052	2	0.667
abunde	G4121	1	0.333
abundáis	G4052	1	1.000
abundéis	G4052	4	1.000
abundó	G4052	1	1.000
aburríme	H3988	1	1.000
abusaron	H5953	1	1.000
abán	H0257	1	1.000
abátelos	H3381	1	1.000
abía	G0007	2	0.667
abía	H0029	1	0.333
abías	H0029	21	0.955
abías	G0007	1	0.045
acaba	H2583	1	1.000
acababa	H3615	2	1.000
acababan	H6965	1	1.000
acabad	H3615	1	1.000
acabada	H3615	2	0.250
acabada	H8552	2	0.250
acabada	H7999	1	0.125
acabada	H8003	1	0.125
acabada	G4931	1	0.125
acabada	G1096	1	0.125
acabadas	H8003	1	0.250
acabadas	H3615	1	0.250
acabadas	G5613	1	0.250
acabadas	G1096	1	0.250
acabado	H3615	10	0.357
acabado	H8552	5	0.179
acabado	H0656	3	0.107
acabado	G5055	3	0.107
acabado	H0235	1	0.036
acabado	H3772	1	0.036
acabado	H1584	1	0.036
acabado	H1214	1	0.036
acabado	H3632	1	0.036
acabado	G5048	1	0.036
acabado	G2716	1	0.036
acabados	H3615	2	0.500
acabados	H7999	1	0.250
acabados	G5048	1	0.250
acabamos	H3615	1	1.000
acabando	H3615	2	1.000
acabar	H3615	1	0.200
acabar	H2763	1	0.200
acabar	H0006	1	0.200
acabar	H4725	1	0.200
acabar	G1615	1	0.200
acabare	H3615	1	1.000
acabaremos	H8552	1	1.000
acabaren	H3615	1	1.000
acabarla	G0535	1	0.500
acabarla	G1615	1	0.500
acabarlo	H8552	1	0.500
acabarlo	H3615	1	0.500
acabarlos	H3615	2	0.667
acabarlos	H8552	1	0.333
acabaron	H3615	10	0.833
acabaron	H8552	1	0.083
acabaron	H1584	1	0.083
acabarse	H3615	1	1.000
acabará	H3615	2	0.667
acabará	H7999	1	0.333
acabarán	H3615	1	0.250
acabarán	H8552	1	0.250
acabarán	H1214	1	0.250
acabarán	G1587	1	0.250
acabarás	H3615	2	0.667
acabarás	H7999	1	0.333
acabaré	H3615	1	0.500
acabaré	H6213	1	0.500
acabaréis	G5055	1	1.000
acabase	H3615	2	1.000
acabe	H3615	2	0.333
acabe	G5048	2	0.333
acabe	H8552	1	0.167
acabe	G2005	1	0.167
acaben	H3615	1	1.000
acabes	H3615	2	1.000
acabáronse	H8552	1	1.000
acabéis	H3772	1	1.000
acabó	H3615	20	0.800
acabó	H8552	3	0.120
acabó	G4137	1	0.040
acabó	G3973	1	0.040
acabóse	H7999	1	0.500
acabóse	H3615	1	0.500
acaecerá	H7136	1	1.000
acaeció	H1961	2	1.000
acallado	H1826	1	1.000
acampa	H2583	1	1.000
acampados	H2583	1	1.000
acamparon	H7896	1	1.000
acamparán	H2583	9	1.000
acampó	H2583	2	1.000
acarrea	H3947	1	0.500
acarrea	H5414	1	0.500
acarreaban	H0935	1	1.000
acarreadores	H5449	1	1.000
acarrean	H0779	1	1.000
acarreó	H6213	1	1.000
acaso	H0194	1	0.111
acaso	H5791	1	0.111
acaso	H1697	1	0.111
acaso	H3374	1	0.111
acaso	H0518	1	0.111
acaso	G2228	1	0.111
acaso	G1487	1	0.111
acaso	G3361	1	0.111
acaso	G5029	1	0.111
acaya	G0882	10	1.000
acbor	H5907	1	1.000
accad	H0390	1	1.000
accedió	G1962	1	1.000
accidente	H4745	1	1.000
acciones	H5949	1	1.000
acción	H8426	1	1.000
accub	H6126	8	1.000
acebuche	G0065	2	1.000
acecha	H0693	4	0.667
acecha	H1245	1	0.167
acecha	H6822	1	0.167
acechaba	G1758	1	1.000
acechaban	G3906	2	0.667
acechaban	G2258	1	0.333
acechan	H8104	1	0.333
acechan	H0693	1	0.333
acechan	G1748	1	0.333
acechando	H0693	3	0.750
acechando	H6845	1	0.250
acechare	H0693	1	1.000
acechará	H8245	1	1.000
acechase	H0693	1	1.000
aceche	H0693	1	1.000
acechemos	H6845	1	1.000
aceches	H0693	1	1.000
acechándole	G1748	1	0.500
acechándole	G3906	1	0.500
aceite	H8081	156	0.821
aceite	H3323	21	0.111
aceite	G1637	9	0.047
aceite	H2459	1	0.005
aceite	H0610	1	0.005
aceite	H6671	1	0.005
aceite	H7324	1	0.005
aceituna	H2132	1	1.000
aceitunas	H2132	1	0.500
aceitunas	G1636	1	0.500
acelerada	G5031	1	1.000
acepción	H5375	4	0.333
acepción	H5234	2	0.167
acepción	G4382	2	0.167
acepción	H4856	1	0.083
acepción	G4381	1	0.083
acepción	G4380	1	0.083
acepción	G0678	1	0.083
acepta	G2144	2	0.400
acepta	H5375	1	0.200
acepta	H3947	1	0.200
acepta	G2983	1	0.200
aceptable	G1184	1	0.500
aceptable	G2144	1	0.500
aceptado	G1209	1	1.000
aceptando	G4327	1	1.000
aceptaron	H6901	1	1.000
aceptará	H3947	1	1.000
aceptarán	H7521	1	1.000
aceptaré	H7521	2	1.000
aceptaréis	H5375	1	1.000
acepte	H7306	1	1.000
aceptes	H0977	1	1.000
acepto	H7521	4	0.400
acepto	H5375	2	0.200
acepto	G1184	2	0.200
acepto	H7522	1	0.100
acepto	G3588	1	0.100
aceptos	H7522	1	0.333
aceptos	H7521	1	0.333
aceptos	G3936	1	0.333
acequias	H1356	1	1.000
acerca	G4012	19	0.292
acerca	H5921	14	0.215
acerca	H0413	9	0.138
acerca	G1448	3	0.046
acerca	H3807	2	0.031
acerca	H7126	2	0.031
acerca	H5922	2	0.031
acerca	G1909	2	0.031
acerca	G4314	2	0.031
acerca	H1157	1	0.015
acerca	H1697	1	0.015
acerca	H1005	1	0.015
acerca	H5066	1	0.015
acerca	H1696	1	0.015
acerca	G1223	1	0.015
acerca	G3754	1	0.015
acerca	G5213	1	0.015
acerca	G5228	1	0.015
acerca	G3588	1	0.015
acercaba	H5060	1	0.250
acercaba	G4334	1	0.250
acercaba	G1451	1	0.250
acercaba	G1448	1	0.250
acercado	H7126	3	0.500
acercado	G1448	3	0.500
acercamos	G1448	1	1.000
acercan	H7138	1	1.000
acercaos	H7126	1	0.500
acercaos	H5066	1	0.500
acercar	H7126	3	1.000
acercare	H7131	2	1.000
acercaremos	H7126	1	1.000
acercarme	H7132	1	1.000
acercaron	H5066	1	0.333
acercaron	H7126	1	0.333
acercaron	G1448	1	0.333
acercarse	H7132	1	1.000
acercará	H7126	1	0.333
acercará	H5493	1	0.333
acercará	H5066	1	0.333
acercaráse	H5066	1	1.000
acercaréis	H7126	1	1.000
acercasteis	H5066	1	1.000
acercáis	H5066	1	1.000
acercándose	H7131	2	0.333
acercándose	H5066	1	0.167
acercándose	G4334	1	0.167
acercándose	G1722	1	0.167
acercándose	G2186	1	0.167
acercáronse	H7126	1	1.000
acercó	H5066	2	0.286
acercó	H7126	2	0.286
acercó	G1448	1	0.143
acercó	G2064	1	0.143
acercó	G4334	1	0.143
acercóse	H7126	2	0.500
acercóse	H5066	1	0.250
acercóse	H5060	1	0.250
acero	H5178	1	1.000
acerque	H7126	1	1.000
acerques	H5066	1	0.500
acerques	H7126	1	0.500
acertado	H2896	1	1.000
achaque	G3119	1	1.000
achaques	H8569	1	1.000
achbor	H5907	6	1.000
achicaremos	H6994	1	1.000
achitophel	H0302	19	1.000
achsa	H5915	1	1.000
achsaph	H0407	2	1.000
achzib	H0392	4	1.000
achâb	H0256	90	1.000
achâico	G0883	1	1.000
achân	H5912	6	1.000
achâz	H0271	36	0.947
achâz	G0881	2	0.053
achîa	H0281	1	1.000
achîas	H0281	4	1.000
achîm	G0885	2	1.000
achîmoth	H0287	1	1.000
achîram	H0297	1	1.000
achîramitas	H0298	1	1.000
achîs	H0397	21	1.000
achîtob	H0285	7	1.000
achô	H5910	1	1.000
acicalado	H4803	1	1.000
aclamaba	H7321	1	0.500
aclamaba	G2019	1	0.500
aclamaban	G2896	1	1.000
aclamaciones	H8663	1	1.000
aclamación	G2752	1	1.000
aclamad	H7321	1	0.500
aclamad	H7121	1	0.500
aclamando	G2896	1	1.000
aclamarte	H8643	1	1.000
aclamémosle	H7321	1	1.000
aclarados	H0215	2	1.000
aclarar	G5461	1	1.000
aclarará	G5461	1	1.000
acobardará	H6031	1	1.000
acoge	H5800	1	1.000
acogerán	H2620	1	1.000
acogeréis	H5127	1	1.000
acogiere	H5973	1	0.500
acogiere	H5127	1	0.500
acogiese	H0622	1	1.000
acogimos	H5127	1	1.000
acoja	H5127	1	1.000
acometan	H6293	1	1.000
acometeremos	H0935	1	1.000
acometerá	H1464	2	1.000
acometido	H0935	1	1.000
acometiendo	G2186	1	1.000
acometieron	H6584	2	0.400
acometieron	H2363	1	0.200
acometieron	H5307	1	0.200
acometieron	H6327	1	0.200
acometió	G2510	1	1.000
acomodando	G4793	1	1.000
acomodará	H6186	2	1.000
acomodarán	H6186	1	1.000
acomodándoos	G4879	1	1.000
acompañarle	H0853	1	1.000
acompañaron	H7971	1	0.200
acompañaron	G2609	1	0.200
acompañaron	G4905	1	0.200
acompañaron	G4902	1	0.200
acompañaron	G4311	1	0.200
acompañes	H0935	1	1.000
acompañándolos	H7971	1	1.000
acompañándonos	G4311	1	1.000
acondicionaron	H6965	1	1.000
acongojado	H5503	1	1.000
aconseja	H3289	1	1.000
aconsejaba	H3289	1	1.000
aconsejaron	H3289	1	1.000
aconsejaré	H3289	1	1.000
aconsejaste	H3289	1	1.000
aconsejo	H3289	1	0.500
aconsejo	G0363	1	0.500
aconsejáis	H3289	4	1.000
aconsejé	H3289	1	1.000
aconsejó	H3289	2	0.667
aconsejó	H0376	1	0.333
acontecer	H7122	1	0.333
acontecer	G4819	1	0.333
acontecer	G4876	1	0.333
acontecerá	H1961	29	0.906
acontecerá	H0935	1	0.031
acontecerá	H0579	1	0.031
acontecerá	G2071	1	0.031
acontecería	H6213	1	1.000
acontecido	G1096	11	0.458
acontecido	H1961	4	0.167
acontecido	H1697	2	0.083
acontecido	H7136	2	0.083
acontecido	H4672	1	0.042
acontecido	H6213	1	0.042
acontecido	H4745	1	0.042
acontecido	H0935	1	0.042
acontecido	G4819	1	0.042
aconteciere	H1961	2	0.667
aconteciere	H7122	1	0.333
acontecieron	G1096	1	0.500
acontecieron	G4819	1	0.500
aconteciese	G1096	1	0.500
aconteciese	G4819	1	0.500
aconteció	H1961	164	0.729
aconteció	G1096	58	0.258
aconteció	H4745	1	0.004
aconteció	G2596	1	0.004
aconteció	G4819	1	0.004
acontecía	H1961	2	1.000
acontezca	G1096	2	0.500
acontezca	H1961	1	0.250
acontezca	G2071	1	0.250
acontezcan	G1096	1	1.000
acordaba	H2142	1	1.000
acordaban	H2142	1	1.000
acordada	H2782	1	1.000
acordado	H2142	6	0.545
acordado	H3289	4	0.364
acordado	G3421	1	0.091
acordamos	H2142	1	0.500
acordamos	G2106	1	0.500
acordaos	H2142	8	0.500
acordaos	G3421	5	0.312
acordaos	H5927	1	0.062
acordaos	G3415	1	0.062
acordaos	G3403	1	0.062
acordaras	H2142	1	1.000
acordare	H2142	2	1.000
acordareis	H7760	1	1.000
acordaremos	H2142	1	1.000
acordares	H2142	1	1.000
acordaron	H2142	5	0.625
acordaron	H8085	1	0.125
acordaron	G5087	1	0.125
acordaron	G1011	1	0.125
acordará	H2142	4	1.000
acordarán	H2142	3	1.000
acordarás	H2142	4	1.000
acordaráse	H2142	1	1.000
acordaré	H2142	7	1.000
acordaréis	H2142	2	1.000
acordarémonos	H2142	1	1.000
acordaste	H2142	2	1.000
acordeis	G3421	1	1.000
acordáis	G3421	3	0.600
acordáis	H2142	1	0.200
acordáis	G3415	1	0.200
acordándome	G3415	1	1.000
acordándonos	H2142	1	0.500
acordándonos	G3421	1	0.500
acordándoos	G3421	1	1.000
acordándose	G3415	2	0.667
acordándose	G0363	1	0.333
acordásemos	G3421	1	1.000
acordéis	H2142	3	1.000
acordéme	H2142	4	1.000
acordó	H2142	10	0.769
acordó	H3289	1	0.077
acordó	G0363	1	0.077
acordó	G5279	1	0.077
acordóse	H2142	3	1.000
acorneado	H5055	2	1.000
acorneador	H5056	2	1.000
acorneare	H5055	2	1.000
acorneará	H5055	1	1.000
acornearás	H5055	2	1.000
acorneasteis	H5055	1	1.000
acorta	H7138	1	1.000
acortado	H7114	4	1.000
acortados	G2856	2	0.667
acortados	H7114	1	0.333
acortó	H7114	1	1.000
acosado	G2669	1	1.000
acosarle	H0310	1	1.000
acosaron	H7291	1	1.000
acose	H1760	1	1.000
acostada	H7901	1	0.500
acostada	G2621	1	0.500
acostado	H7901	6	0.857
acostado	G2749	1	0.143
acostare	H7901	2	1.000
acostarse	H7901	1	1.000
acostarte	H7901	1	1.000
acostará	H7257	1	1.000
acostarán	H7257	1	1.000
